Member_number,itemDescription
2042,other vegetables
2042,pip fruit
2042,shopping bags
2042,hygiene articles
2042,meat
2042,pork
2042,brown bread
2042,yogurt
2042,root vegetables
2042,tropical fruit
2041,root vegetables
2041,condensed milk
2041,dessert
2041,soda
2041,rolls/buns
2041,detergent
2041,grapes
2041,margarine
2041,yogurt
2038,whole milk
2038,pastry
2038,sauces
2038,pip fruit
2038,beef
2038,soda
2038,rolls/buns
2037,grapes
2037,napkins
2037,beef
2037,domestic eggs
2037,curd
2037,citrus fruit
2037,pastry
2036,soda
2036,whipped/sour cream
2036,onions
2036,whole milk
2036,ice cream
2034,frankfurter
2034,butter milk
2034,shopping bags
2034,rolls/buns
2034,UHT-milk
2034,meat
2031,sausage
2031,grapes
2031,detergent
2031,artif. sweetener
2031,ham
2031,misc. beverages
2031,rolls/buns
2031,napkins
2031,whole milk
2031,bottled water
2031,other vegetables
2031,frankfurter
2030,soap
2030,shopping bags
2030,berries
2030,soda
2030,salty snack
2026,other vegetables
2026,misc. beverages
2026,margarine
2026,napkins
2023,hard cheese
2023,citrus fruit
2023,other vegetables
2023,spread cheese
2023,roll products
2023,tropical fruit
2023,bottled beer
2022,pork
2022,hard cheese
2022,rolls/buns
2022,yogurt
2022,candy
2022,other vegetables
2022,whole milk
2022,frankfurter
2022,white wine
2022,sausage
2022,fruit/vegetable juice
2022,sugar
2022,beef
2022,cat food
2022,curd cheese
2022,UHT-milk
2022,soft cheese
2022,herbs
2021,meat
2021,whole milk
2015,rum
2015,pork
2015,soda
2015,tropical fruit
2014,whole milk
2014,cake bar
2014,other vegetables
2014,oil
2014,frozen vegetables
2014,pip fruit
2014,yogurt
2014,coffee
2014,soft cheese
2014,dessert
2014,white bread
2014,bottled water
2014,brown bread
2014,ice cream
2013,other vegetables
2013,UHT-milk
2013,rolls/buns
2013,onions
2013,packaged fruit/vegetables
2013,yogurt
2013,domestic eggs
2012,butter milk
2012,cling film/bags
2012,bottled water
2012,rolls/buns
2011,frankfurter
2011,UHT-milk
2011,mayonnaise
2011,fruit/vegetable juice
2011,whipped/sour cream
2011,liquor
2011,yogurt
2011,onions
2011,soda
2011,beverages
2011,other vegetables
2011,pip fruit
2011,shopping bags
2011,rolls/buns
2009,rolls/buns
2009,pastry
2009,soda
2009,pork
2009,tropical fruit
2004,yogurt
2004,tropical fruit
2004,other vegetables
2004,pip fruit
2004,cream cheese
2004,grapes
2004,beverages
2004,hamburger meat
2004,beef
2004,mustard
2004,butter
2004,pastry
2003,baking powder
2003,brown bread
2003,other vegetables
2003,liquor
2003,frozen dessert
2003,sausage
2002,pork
2002,onions
2002,root vegetables
2002,beverages
2002,frozen vegetables
2002,rolls/buns
2002,meat
2000,sparkling wine
2000,fruit/vegetable juice
2000,rolls/buns
2000,dish cleaner
2000,hamburger meat
2000,bottled beer
1997,beverages
1997,bottled beer
1997,soda
1997,pip fruit
1997,white bread
1997,pastry
1997,shopping bags
1997,frankfurter
1997,pickled vegetables
1997,ham
1997,bottled water
1997,canned beer
1997,berries
1997,processed cheese
1997,brown bread
1997,citrus fruit
1993,curd
1993,pip fruit
1993,chicken
1993,root vegetables
1993,pet care
1993,rolls/buns
1993,waffles
1993,tropical fruit
1992,white bread
1992,beef
1992,seasonal products
1992,rolls/buns
1992,pastry
1992,other vegetables
1991,butter
1991,pork
1991,soda
1991,frozen fish
1991,specialty bar
1991,fruit/vegetable juice
1991,coffee
1991,yogurt
1991,tropical fruit
1991,white wine
1991,sausage
1991,citrus fruit
1991,nuts/prunes
1991,bottled beer
1991,other vegetables
1991,chicken
1991,soap
1991,flour
1989,soda
1989,mustard
1985,butter milk
1985,whole milk
1985,rolls/buns
1985,dessert
1985,bottled water
1985,sausage
1979,brown bread
1979,frozen vegetables
1979,root vegetables
1979,whole milk
1979,detergent
1979,frozen meals
1979,butter milk
1979,pastry
1979,beef
1979,white bread
1979,pork
1979,salty snack
1979,yogurt
1979,herbs
1979,bottled water
1978,brown bread
1978,yogurt
1978,turkey
1978,beef
1977,beef
1977,canned beer
1977,whole milk
1976,bottled water
1976,other vegetables
1976,root vegetables
1975,root vegetables
1975,soups
1975,yogurt
1975,rolls/buns
1974,brown bread
1974,packaged fruit/vegetables
1974,frozen meals
1974,specialty chocolate
1974,fish
1971,frozen meals
1971,fruit/vegetable juice
1971,sausage
1971,dessert
1971,bottled water
1971,curd
1971,white wine
1969,frozen vegetables
1969,rolls/buns
1969,other vegetables
1969,sausage
1969,citrus fruit
1969,waffles
1969,jam
1969,fruit/vegetable juice
1969,pork
1969,bottled beer
1969,cat food
1967,onions
1967,waffles
1967,whole milk
1967,sausage
1967,other vegetables
1967,fruit/vegetable juice
1967,frankfurter
1967,hard cheese
1967,brown bread
1967,seasonal products
1967,grapes
1967,soda
1966,other vegetables
1966,rolls/buns
1966,whole milk
1966,vinegar
1966,hard cheese
1966,grapes
1966,white bread
1966,yogurt
1966,frozen vegetables
1966,canned beer
1966,specialty cheese
1966,cream cheese
1966,bottled water
1965,hamburger meat
1965,other vegetables
1965,chewing gum
1965,yogurt
1963,citrus fruit
1963,yogurt
1962,frozen meals
1962,citrus fruit
1962,tropical fruit
1962,rolls/buns
1962,sausage
1962,other vegetables
1962,hygiene articles
1962,soda
1962,pork
1961,rolls/buns
1961,citrus fruit
1961,brown bread
1961,tropical fruit
1961,frozen vegetables
1961,yogurt
1961,dish cleaner
1961,sugar
1961,other vegetables
1958,berries
1958,whole milk
1958,liquor
1958,cream cheese
1958,hamburger meat
1958,artif. sweetener
1958,other vegetables
1954,shopping bags
1954,whole milk
1954,canned beer
1954,hamburger meat
1954,dishes
1954,canned fish
1954,processed cheese
1954,bottled beer
1954,pork
1954,coffee
1954,onions
1953,pet care
1953,beef
1953,whole milk
1953,citrus fruit
1952,canned beer
1952,finished products
1952,hygiene articles
1952,soda
1952,tropical fruit
1952,pasta
1952,onions
1952,pork
1952,pastry
1951,bottled beer
1951,curd
1951,herbs
1951,frozen fish
1951,napkins
1951,rolls/buns
1950,other vegetables
1950,sugar
1950,sliced cheese
1950,sausage
1950,frozen vegetables
1950,rolls/buns
1950,dessert
1950,whole milk
1949,candy
1949,semi-finished bread
1949,whole milk
1949,salt
1949,soda
1949,cat food
1949,berries
1949,ham
1949,napkins
1949,tropical fruit
1949,rolls/buns
1949,canned beer
1949,frozen vegetables
1948,UHT-milk
1948,whole milk
1948,yogurt
1948,pip fruit
1948,frankfurter
1948,margarine
1948,bottled water
1948,pastry
1948,other vegetables
1948,pet care
1948,dessert
1948,frozen vegetables
1948,hamburger meat
1948,soda
1948,herbs
1948,citrus fruit
1948,baking powder
1944,pork
1944,cake bar
1944,whole milk
1944,whipped/sour cream
1942,hamburger meat
1942,pip fruit
1942,onions
1942,frozen vegetables
1941,napkins
1941,pot plants
1941,whole milk
1941,other vegetables
1941,rolls/buns
1940,domestic eggs
1940,chocolate
1940,rolls/buns
1940,hygiene articles
1940,beef
1940,chewing gum
1940,yogurt
1940,soft cheese
1940,whole milk
1938,tropical fruit
1938,whole milk
1938,specialty bar
1938,soda
1938,pork
1938,butter
1938,pastry
1938,bottled water
1938,rolls/buns
1937,pip fruit
1937,canned beer
1937,spread cheese
1937,whipped/sour cream
1937,citrus fruit
1937,popcorn
1937,sugar
1937,whole milk
1937,baking powder
1937,other vegetables
1937,specialty bar
1934,napkins
1934,grapes
1934,tropical fruit
1934,soda
1934,curd
1934,yogurt
1934,pip fruit
1934,sausage
1934,root vegetables
1934,bottled beer
1934,rolls/buns
1934,fruit/vegetable juice
1934,other vegetables
1934,beverages
1934,sugar
1934,whipped/sour cream
1931,other vegetables
1931,pastry
1931,chicken
1931,sliced cheese
1931,beef
1931,bottled water
1931,oil
1931,pip fruit
1931,salt
1931,soft cheese
1931,chocolate
1931,whole milk
1931,brown bread
1930,UHT-milk
1930,fruit/vegetable juice
1930,pork
1930,candy
1930,tropical fruit
1930,bottled water
1930,ham
1930,specialty bar
1930,finished products
1930,soda
1930,mayonnaise
1929,citrus fruit
1929,yogurt
1929,bottled water
1929,berries
1929,other vegetables
1929,finished products
1929,candy
1929,pasta
1929,rolls/buns
1929,butter
1929,pastry
1929,soda
1929,curd
1929,chicken
1927,mayonnaise
1927,oil
1927,tropical fruit
1927,flour
1927,rolls/buns
1927,white wine
1925,brown bread
1921,salt
1921,rolls/buns
1921,napkins
1921,bottled water
1921,tropical fruit
1921,hygiene articles
1921,sliced cheese
1921,chocolate
1921,whipped/sour cream
1921,turkey
1921,pip fruit
1921,root vegetables
1920,flour
1920,citrus fruit
1920,seasonal products
1920,whole milk
1919,soft cheese
1919,white wine
1919,soda
1919,frozen potato products
1917,pastry
1917,red/blush wine
1917,yogurt
1917,sausage
1917,pork
1917,curd
1917,whole milk
1917,chicken
1917,frankfurter
1917,curd cheese
1917,herbs
1916,citrus fruit
1916,fruit/vegetable juice
1916,whole milk
1916,pip fruit
1916,curd
1916,yogurt
1916,domestic eggs
1913,cat food
1913,UHT-milk
1913,chicken
1913,pork
1913,pip fruit
1913,curd
1913,chocolate
1913,soap
1913,whole milk
1913,whipped/sour cream
1913,semi-finished bread
1913,rolls/buns
1913,finished products
1912,pot plants
1912,misc. beverages
1912,bottled water
1912,dessert
1912,bottled beer
1911,yogurt
1911,pastry
1911,root vegetables
1911,shopping bags
1911,tropical fruit
1908,pip fruit
1908,mustard
1908,misc. beverages
1908,shopping bags
1908,soft cheese
1908,canned beer
1908,bottled water
1908,frozen vegetables
1908,ice cream
1908,whole milk
1908,fruit/vegetable juice
1908,beef
1908,butter
1908,female sanitary products
1908,sauces
1908,oil
1908,bottled beer
1908,soda
1907,hamburger meat
1907,rolls/buns
1907,sausage
1905,soda
1905,seasonal products
1905,shopping bags
1905,domestic eggs
1905,cream cheese
1905,sugar
1905,cat food
1905,ham
1905,sausage
1905,other vegetables
1905,butter
1905,yogurt
1905,candy
1905,tropical fruit
1905,chewing gum
1905,whole milk
1905,soups
1905,onions
1905,fruit/vegetable juice
1904,soda
1904,yogurt
1904,napkins
1904,whole milk
1904,other vegetables
1903,ketchup
1903,whole milk
1903,dish cleaner
1903,margarine
1903,canned beer
1903,chicken
1903,other vegetables
1903,tropical fruit
1903,bottled water
1902,shopping bags
1902,whipped/sour cream
1902,ice cream
1902,butter
1902,pork
1902,chicken
1902,yogurt
1900,soda
1900,other vegetables
1900,hamburger meat
1900,pip fruit
1900,vinegar
1900,yogurt
1900,shopping bags
1900,bottled beer
1900,liquor
1899,chewing gum
1899,butter milk
1899,liquor
1899,soda
1899,pastry
1899,other vegetables
1899,dessert
1899,fruit/vegetable juice
1899,brown bread
1899,shopping bags
1898,rum
1898,sugar
1897,rolls/buns
1897,other vegetables
1897,brown bread
1897,pork
1897,cream cheese
1897,sausage
1897,root vegetables
1896,brown bread
1896,pip fruit
1896,butter
1896,citrus fruit
1896,beef
1896,yogurt
1896,sugar
1896,dish cleaner
1896,soda
1896,domestic eggs
1893,yogurt
1893,salty snack
1893,salt
1893,root vegetables
1893,hamburger meat
1893,beef
1893,margarine
1893,fruit/vegetable juice
1891,candy
1891,white bread
1891,whole milk
1891,hygiene articles
1891,bottled water
1891,UHT-milk
1887,whipped/sour cream
1887,berries
1887,root vegetables
1887,bottled beer
1887,waffles
1887,yogurt
1887,whole milk
1887,pork
1887,citrus fruit
1887,soda
1887,tropical fruit
1887,rolls/buns
1887,sausage
1887,bottled water
1887,oil
1887,napkins
1887,condensed milk
1887,frozen vegetables
1887,fruit/vegetable juice
1885,waffles
1885,bottled water
1885,butter milk
1885,soda
1885,other vegetables
1885,artif. sweetener
1885,specialty bar
1885,turkey
1885,butter
1884,root vegetables
1884,domestic eggs
1884,frankfurter
1884,UHT-milk
1884,rolls/buns
1884,onions
1884,frozen potato products
1884,coffee
1884,other vegetables
1884,chicken
1883,whole milk
1883,misc. beverages
1883,butter
1883,pork
1883,dishes
1883,frankfurter
1883,meat
1883,butter milk
1880,other vegetables
1880,bottled beer
1880,soda
1880,red/blush wine
1879,yogurt
1879,whole milk
1879,rolls/buns
1879,dessert
1879,other vegetables
1879,chocolate
1879,sugar
1878,curd
1878,onions
1878,rolls/buns
1878,soups
1878,brown bread
1878,sausage
1878,whole milk
1878,chicken
1878,soda
1878,UHT-milk
1878,canned beer
1878,citrus fruit
1878,dessert
1878,candy
1878,liquor
1878,yogurt
1878,misc. beverages
1878,root vegetables
1878,shopping bags
1876,tropical fruit
1876,frozen meals
1875,butter milk
1875,bottled water
1875,berries
1875,coffee
1875,oil
1874,mustard
1874,citrus fruit
1874,sugar
1874,other vegetables
1874,frozen vegetables
1874,baking powder
1874,pastry
1874,frankfurter
1874,yogurt
1872,berries
1872,fruit/vegetable juice
1872,misc. beverages
1872,tropical fruit
1872,whole milk
1872,other vegetables
1872,yogurt
1872,onions
1871,cream cheese
1871,tropical fruit
1869,tropical fruit
1869,frozen fish
1869,chewing gum
1869,oil
1869,brown bread
1869,whole milk
1869,sausage
1869,misc. beverages
1869,root vegetables
1867,yogurt
1867,detergent
1867,sliced cheese
1867,root vegetables
1867,cream cheese
1867,fruit/vegetable juice
1867,frozen vegetables
1867,other vegetables
1867,butter
1865,brown bread
1865,napkins
1865,bottled beer
1865,other vegetables
1865,white bread
1865,dessert
1865,pip fruit
1865,oil
1865,onions
1865,ham
1865,yogurt
1865,butter milk
1865,ice cream
1865,margarine
1863,bottled water
1863,UHT-milk
1863,bottled beer
1863,beverages
1863,butter milk
1863,pork
1863,rice
1863,seasonal products
1863,cream cheese
1863,tropical fruit
1862,pork
1862,domestic eggs
1862,beef
1862,seasonal products
1862,soda
1862,oil
1862,pasta
1862,butter
1862,other vegetables
1862,napkins
1862,coffee
1861,other vegetables
1861,pip fruit
1861,roll products
1861,citrus fruit
1861,bottled water
1858,hygiene articles
1858,yogurt
1858,butter milk
1858,pastry
1858,packaged fruit/vegetables
1855,chicken
1855,salty snack
1855,whipped/sour cream
1855,hamburger meat
1855,frozen vegetables
1855,other vegetables
1855,margarine
1855,whole milk
1855,ham
1855,canned beer
1855,domestic eggs
1854,other vegetables
1854,bottled water
1854,soft cheese
1854,frozen fish
1850,condensed milk
1850,margarine
1850,yogurt
1850,hamburger meat
1850,grapes
1850,soda
1850,tropical fruit
1850,citrus fruit
1840,misc. beverages
1840,instant coffee
1840,brown bread
1840,grapes
1840,tropical fruit
1837,root vegetables
1837,bottled beer
1837,meat
1837,domestic eggs
1837,citrus fruit
1837,pip fruit
1837,fruit/vegetable juice
1837,pot plants
1837,roll products
1837,rolls/buns
1837,yogurt
1836,herbs
1836,specialty chocolate
1836,sugar
1836,margarine
1836,oil
1836,whole milk
1835,tropical fruit
1835,pip fruit
1835,jam
1835,rice
1835,chocolate
1835,detergent
1835,rolls/buns
1835,pastry
1835,root vegetables
1835,cake bar
1832,pork
1832,specialty chocolate
1832,whole milk
1832,flour
1832,tropical fruit
1832,berries
1832,whipped/sour cream
1832,sauces
1832,spread cheese
1832,mayonnaise
1832,sausage
1832,pastry
1832,bottled beer
1832,coffee
1831,sauces
1831,whole milk
1831,chocolate
1831,pork
1831,other vegetables
1831,hard cheese
1828,soda
1828,bottled water
1828,herbs
1828,spread cheese
1828,rolls/buns
1828,brown bread
1828,dessert
1828,grapes
1828,canned beer
1827,curd
1827,soda
1827,meat
1827,whipped/sour cream
1827,bottled water
1827,onions
1827,frankfurter
1827,coffee
1827,whole milk
1827,specialty bar
1827,other vegetables
1827,pastry
1827,sausage
1827,root vegetables
1827,pip fruit
1827,condensed milk
1827,spread cheese
1827,cat food
1827,yogurt
1826,sausage
1826,soda
1825,UHT-milk
1825,baking powder
1825,soda
1825,oil
1825,salty snack
1825,domestic eggs
1825,fruit/vegetable juice
1825,other vegetables
1825,chicken
1825,whole milk
1825,bottled beer
1824,yogurt
1824,sausage
1824,sugar
1824,soda
1824,canned beer
1824,bottled beer
1824,chocolate
1824,butter
1821,misc. beverages
1821,butter milk
1821,root vegetables
1821,frozen vegetables
1821,tropical fruit
1821,napkins
1821,coffee
1819,soda
1819,root vegetables
1819,coffee
1819,tropical fruit
1819,pip fruit
1819,packaged fruit/vegetables
1819,grapes
1819,berries
1819,fruit/vegetable juice
1819,pasta
1819,pastry
1819,chicken
1819,sugar
1817,canned vegetables
1817,detergent
1817,pastry
1817,whole milk
1817,bottled beer
1817,beef
1817,margarine
1817,canned beer
1817,hamburger meat
1817,whipped/sour cream
1817,dishes
1815,liquor
1815,pastry
1815,butter
1815,other vegetables
1815,yogurt
1815,semi-finished bread
1815,beef
1815,sausage
1815,bottled water
1815,onions
1811,citrus fruit
1811,bottled beer
1811,pastry
1811,domestic eggs
1811,butter milk
1811,other vegetables
1811,white wine
1811,beverages
1811,ice cream
1811,canned beer
1811,bottled water
1811,yogurt
1811,hygiene articles
1811,tropical fruit
1811,dessert
1810,bottled water
1810,rolls/buns
1810,curd
1810,other vegetables
1810,baking powder
1810,domestic eggs
1810,pork
1810,butter
1810,cat food
1808,napkins
1808,tropical fruit
1808,sugar
1808,rolls/buns
1808,meat
1808,whole milk
1808,semi-finished bread
1808,citrus fruit
1808,candy
1806,cream cheese
1806,shopping bags
1806,butter
1806,root vegetables
1806,hamburger meat
1806,beverages
1806,soda
1806,frankfurter
1806,whipped/sour cream
1804,cream cheese
1804,butter
1804,white bread
1804,root vegetables
1804,sausage
1804,beef
1804,whole milk
1804,berries
1796,coffee
1796,yogurt
1796,sausage
1796,bottled water
1796,pip fruit
1796,spices
1796,whole milk
1796,butter
1796,cream cheese
1796,chocolate
1796,rolls/buns
1796,other vegetables
1795,beef
1795,dessert
1795,domestic eggs
1795,whole milk
1793,hard cheese
1793,chicken
1793,ice cream
1793,brown bread
1793,chocolate
1793,other vegetables
1793,rolls/buns
1793,frozen meals
1793,white wine
1793,berries
1793,canned beer
1793,misc. beverages
1793,pip fruit
1793,beef
1793,frozen vegetables
1792,grapes
1792,domestic eggs
1792,bottled water
1792,tropical fruit
1792,detergent
1792,frozen vegetables
1792,beef
1792,chocolate marshmallow
1792,processed cheese
1792,pork
1791,yogurt
1791,tropical fruit
1791,cream cheese
1791,bottled beer
1791,pastry
1791,cake bar
1791,pork
1791,bottled water
1790,sausage
1790,misc. beverages
1790,pork
1790,other vegetables
1784,semi-finished bread
1784,bottled water
1784,rolls/buns
1784,curd
1784,pip fruit
1784,ham
1784,other vegetables
1780,rolls/buns
1780,specialty bar
1780,whole milk
1780,sausage
1780,sugar
1780,pip fruit
1780,canned fish
1780,yogurt
1780,oil
1780,soft cheese
1780,beverages
1780,curd
1780,dessert
1780,other vegetables
1779,citrus fruit
1779,rolls/buns
1779,beef
1779,curd
1779,white bread
1779,whole milk
1776,whole milk
1776,butter
1776,UHT-milk
1776,canned beer
1776,yogurt
1776,margarine
1776,bottled water
1776,ice cream
1776,pastry
1776,grapes
1776,fish
1775,tropical fruit
1775,cat food
1773,detergent
1773,whipped/sour cream
1773,canned vegetables
1773,bottled water
1773,pip fruit
1773,whole milk
1773,sausage
1773,frankfurter
1770,butter
1770,rolls/buns
1770,shopping bags
1770,mayonnaise
1770,specialty bar
1770,semi-finished bread
1770,other vegetables
1770,waffles
1770,whole milk
1770,pickled vegetables
1769,onions
1769,canned vegetables
1769,rolls/buns
1769,whole milk
1769,bottled beer
1767,bottled water
1767,frankfurter
1767,shopping bags
1767,sparkling wine
1767,meat
1767,rolls/buns
1767,other vegetables
1767,soda
1767,UHT-milk
1767,root vegetables
1767,pastry
1767,whole milk
1763,frozen vegetables
1763,pork
1763,semi-finished bread
1763,domestic eggs
1763,frankfurter
1763,hard cheese
1763,coffee
1760,fruit/vegetable juice
1760,margarine
1760,cream cheese
1760,sugar
1760,soda
1760,dish cleaner
1760,sausage
1759,ham
1759,other vegetables
1759,pork
1759,bottled water
1759,pet care
1759,oil
1759,flour
1759,whole milk
1759,brown bread
1759,bottled beer
1756,whole milk
1756,onions
1756,UHT-milk
1756,ice cream
1756,soda
1756,pork
1756,other vegetables
1755,waffles
1755,spread cheese
1755,soda
1755,whole milk
1754,beverages
1754,pip fruit
1754,whipped/sour cream
1754,pickled vegetables
1754,cream cheese
1754,pastry
1754,root vegetables
1754,canned beer
1754,bottled water
1754,coffee
1754,flour
1754,citrus fruit
1754,other vegetables
1754,curd
1753,whole milk
1753,other vegetables
1753,canned fish
1753,pastry
1753,cream cheese
1753,pickled vegetables
1753,sausage
1753,hygiene articles
1753,berries
1753,sliced cheese
1753,root vegetables
1753,butter milk
1753,fruit/vegetable juice
1753,rolls/buns
1752,pip fruit
1752,canned beer
1752,cake bar
1752,cream cheese
1752,butter
1752,other vegetables
1752,butter milk
1751,oil
1751,pip fruit
1751,sausage
1751,whipped/sour cream
1751,flour
1751,yogurt
1751,whole milk
1751,candy
1751,herbs
1750,pastry
1750,onions
1750,rolls/buns
1750,shopping bags
1750,whole milk
1750,soda
1750,beef
1750,baking powder
1750,root vegetables
1745,yogurt
1745,tropical fruit
1744,canned beer
1744,bottled beer
1744,soda
1744,domestic eggs
1740,curd cheese
1740,canned beer
1740,specialty bar
1740,soda
1740,root vegetables
1740,dessert
1740,whipped/sour cream
1740,white bread
1740,tropical fruit
1740,yogurt
1740,napkins
1740,domestic eggs
1740,rolls/buns
1740,ham
1740,whole milk
1739,soda
1739,pastry
1739,sausage
1731,salt
1731,other vegetables
1731,whole milk
1731,waffles
1731,processed cheese
1731,tropical fruit
1731,sausage
1731,bottled beer
1731,chicken
1730,napkins
1730,semi-finished bread
1730,rolls/buns
1730,sugar
1730,other vegetables
1730,whole milk
1730,sausage
1729,waffles
1729,whipped/sour cream
1729,frankfurter
1729,rolls/buns
1729,other vegetables
1729,beef
1729,pet care
1729,whole milk
1729,pastry
1729,ready soups
1729,meat
1728,rum
1728,ice cream
1728,processed cheese
1728,rolls/buns
1728,bottled water
1728,root vegetables
1728,soda
1725,chicken
1725,yogurt
1725,curd
1725,dessert
1725,tropical fruit
1723,whipped/sour cream
1723,shopping bags
1723,tropical fruit
1723,citrus fruit
1723,yogurt
1723,sliced cheese
1723,margarine
1719,curd
1719,nuts/prunes
1719,whole milk
1719,other vegetables
1719,coffee
1719,sliced cheese
1719,canned beer
1719,bottled water
1719,pet care
1719,soda
1719,brown bread
1719,shopping bags
1718,frankfurter
1718,frozen vegetables
1718,hamburger meat
1718,salty snack
1718,rolls/buns
1718,domestic eggs
1718,red/blush wine
1717,margarine
1717,pip fruit
1717,chicken
1717,other vegetables
1717,rolls/buns
1717,bottled water
1712,spread cheese
1712,butter
1712,hygiene articles
1712,rice
1712,cream cheese
1711,soda
1711,whole milk
1711,shopping bags
1711,chicken
1711,frankfurter
1711,yogurt
1711,herbs
1711,specialty chocolate
1711,oil
1711,citrus fruit
1711,hamburger meat
1711,white bread
1711,bottled beer
1710,rolls/buns
1710,brown bread
1710,specialty chocolate
1710,chicken
1709,white bread
1709,coffee
1709,root vegetables
1709,sausage
1708,canned beer
1708,berries
1708,cat food
1708,whole milk
1708,citrus fruit
1708,meat
1708,turkey
1708,rolls/buns
1708,spread cheese
1708,other vegetables
1708,onions
1708,chocolate
1708,pastry
1708,oil
1707,whipped/sour cream
1707,sausage
1707,brown bread
1707,bottled beer
1706,cat food
1706,chocolate
1706,grapes
1706,canned beer
1706,yogurt
1706,waffles
1706,brandy
1706,soda
1706,coffee
1706,root vegetables
1706,bottled water
1706,dishes
1700,other vegetables
1700,pip fruit
1700,shopping bags
1699,pip fruit
1699,margarine
1699,hygiene articles
1699,chicken
1699,citrus fruit
1699,onions
1699,rolls/buns
1699,canned vegetables
1697,misc. beverages
1697,tropical fruit
1697,kitchen towels
1697,dish cleaner
1697,other vegetables
1697,root vegetables
1697,pip fruit
1697,frozen vegetables
1697,sausage
1697,rolls/buns
1697,condensed milk
1697,butter
1697,beverages
1697,soda
1696,tropical fruit
1696,yogurt
1696,cream cheese
1696,whole milk
1696,root vegetables
1696,chewing gum
1696,rolls/buns
1696,coffee
1696,domestic eggs
1696,mustard
1694,tropical fruit
1694,butter
1694,dessert
1694,rolls/buns
1692,fruit/vegetable juice
1692,whole milk
1692,dessert
1692,napkins
1692,citrus fruit
1692,sugar
1692,soda
1692,other vegetables
1692,chicken
1692,canned beer
1692,ready soups
1692,oil
1692,cake bar
1692,chewing gum
1690,bottled water
1690,brown bread
1690,sugar
1690,curd cheese
1690,citrus fruit
1690,sausage
1690,pastry
1690,whipped/sour cream
1690,curd
1690,frankfurter
1690,frozen vegetables
1690,rolls/buns
1690,soda
1690,yogurt
1688,finished products
1688,root vegetables
1687,other vegetables
1687,curd
1687,misc. beverages
1687,specialty bar
1687,pastry
1687,coffee
1687,sausage
1687,domestic eggs
1687,UHT-milk
1687,chicken
1685,bottled water
1685,soda
1685,beverages
1685,pickled vegetables
1685,other vegetables
1685,whole milk
1685,waffles
1682,other vegetables
1682,fruit/vegetable juice
1682,whipped/sour cream
1682,liquor
1682,domestic eggs
1682,berries
1682,canned beer
1682,cake bar
1682,pip fruit
1682,soda
1682,shopping bags
1682,dessert
1682,citrus fruit
1682,seasonal products
1682,frozen meals
1682,yogurt
1680,pet care
1680,beverages
1680,specialty bar
1680,fruit/vegetable juice
1680,soda
1679,other vegetables
1679,brown bread
1679,rolls/buns
1679,whipped/sour cream
1679,whole milk
1679,frozen vegetables
1679,cake bar
1679,salty snack
1676,root vegetables
1676,other vegetables
1676,tropical fruit
1676,citrus fruit
1676,fruit/vegetable juice
1676,dishes
1676,misc. beverages
1676,soda
1676,whole milk
1674,bottled water
1674,shopping bags
1674,beverages
1674,chicken
1674,ice cream
1674,soda
1674,sausage
1674,detergent
1674,kitchen towels
1674,margarine
1674,tropical fruit
1673,citrus fruit
1673,grapes
1672,brandy
1672,whole milk
1672,pip fruit
1672,sausage
1672,white bread
1672,yogurt
1667,beef
1667,onions
1666,pip fruit
1666,sausage
1665,curd cheese
1665,canned beer
1665,other vegetables
1665,UHT-milk
1665,soda
1665,whole milk
1664,soda
1664,sugar
1664,canned vegetables
1664,frankfurter
1664,rolls/buns
1664,misc. beverages
1664,whole milk
1664,pork
1664,curd
1660,domestic eggs
1660,misc. beverages
1660,other vegetables
1660,specialty chocolate
1660,sliced cheese
1660,beef
1660,packaged fruit/vegetables
1657,rolls/buns
1657,frozen potato products
1657,whole milk
1657,other vegetables
1657,frozen meals
1656,tropical fruit
1656,ham
1656,whole milk
1656,bottled beer
1656,specialty cheese
1656,dessert
1656,white bread
1656,sliced cheese
1656,hard cheese
1656,rolls/buns
1656,bottled water
1653,pastry
1653,citrus fruit
1653,chicken
1653,cream cheese
1653,butter milk
1653,flour
1653,canned fish
1653,herbs
1653,hamburger meat
1653,whole milk
1653,pip fruit
1653,margarine
1653,rolls/buns
1653,frozen vegetables
1653,frozen meals
1651,chicken
1651,tropical fruit
1651,beef
1651,domestic eggs
1651,canned vegetables
1651,cat food
1651,bottled water
1651,frozen vegetables
1651,dishes
1651,tea
1651,hamburger meat
1651,whole milk
1651,soda
1651,hygiene articles
1651,other vegetables
1650,cream cheese
1650,rolls/buns
1650,misc. beverages
1650,coffee
1650,detergent
1650,pasta
1646,whole milk
1646,sliced cheese
1646,rolls/buns
1646,sparkling wine
1646,beverages
1646,frozen vegetables
1646,chewing gum
1646,butter
1646,ham
1646,frankfurter
1646,hygiene articles
1646,shopping bags
1646,butter milk
1646,soda
1646,white bread
1644,brown bread
1644,salty snack
1644,citrus fruit
1644,napkins
1644,specialty cheese
1643,yogurt
1643,whole milk
1643,rolls/buns
1643,soda
1642,bottled water
1642,yogurt
1641,cream cheese
1641,white bread
1641,other vegetables
1641,canned beer
1641,bottled beer
1641,whipped/sour cream
1641,pastry
1641,pork
1641,UHT-milk
1641,candy
1641,pip fruit
1641,hygiene articles
1636,napkins
1636,berries
1636,bottled beer
1636,rolls/buns
1636,other vegetables
1636,hygiene articles
